Name,Gender,Relationship,Age,City,Sector,Income,Needs,Expenses,Saving
Lavnish Kholiya,Male,Unmarried,21-25,Dehradun,Public,1171238,585619,351371,234248
Lucky Rathore,Female,Single,26-35,Pune,Private,548613,274307,164584,109723
Malela Balakrishna Goud,Male,Single,21-25,Ghaziabad NCR,Government,910227,455114,273068,182045
Manan Rawat,Male,Divorced,51-60,Allahabad,Private,661577,330789,198473,132315
Maneesh Cheema,Male,Unmarried,51-60,Kanpur,Business,679592,339796,203878,135918
Manjeet Kumar Singh,Male,Single,51-60,Pune,Public,977998,488999,293399,195600
Mannat Siddiqui,Female,Unmarried,36-50,Dehradun,Government,1274446,637223,382334,254889
Mayank Gambhir,Male,Divorced,51-60,Mumbai,Business,859307,429654,257792,171861
Md Jafer,Male,Unmarried,51-60,Lucknow,Business,761938,380969,228581,152388
Meenal Phartiyal,Female,Divorced,21-25,Surat,Government,353146,176573,105944,70629
Megha Mathur,Female,Married,51-60,Lucknow,Public,1146380,573190,343914,229276
Mehak Bansal,Female,Unmarried,26-35,Ludhiana,Government,819413,409707,245824,163883
Mitul Naudiyal,Male,Single,36-50,Gurugram,Business,1175709,587855,352713,235142
Mohak Kala,Male,Unmarried,36-50,Allahabad,Government,728675,364338,218603,145735
Mohd Mujeeb,Male,Married,26-35,Delhi,Public,1118974,559487,335692,223795
Mohd Umer Ansari,Male,Single,21-25,Allahabad,Public,440520,220260,132156,88104
Mohit Sharma,Male,Single,36-50,Hyderabad,Public,355803,177902,106741,71161
Mohit Trivedi,Male,Single,36-50,Dehradun,Government,493619,246810,148086,98724
Monika Chauhan,Female,Married,36-50,Ghaziabad NCR,Government,888435,444218,266531,177687
Mridul Mishra,Male,Married,26-35,Chennai,Public,822319,411160,246696,164464
Mridul Rastogi,Male,Married,26-35,Ludhiana,Public,706720,353360,212016,141344
Mukul Maurya,Male,Single,36-50,Hyderabad,Government,600040,300020,180012,120008
Muskaan Chaturvedi,Female,Single,26-35,Hyderabad,Business,970072,485036,291022,194014
Muskan Agrawal,Female,Single,51-60,Allahabad,Government,1243386,621693,373016,248677
Nachiket Tiwari,Male,Single,26-35,Hyderabad,Business,1205800,602900,361740,241160
Naman Gairola,Male,Divorced,36-50,Ahmedabad,Business,770412,385206,231124,154082
Nancy Saini,Female,Unmarried,51-60,Vadodara,Private,867357,433679,260207,173471
Nandini Gupta,Female,Single,51-60,Chennai,Public,684656,342328,205397,136931
Navleen Arora,Female,Single,21-25,Delhi,Private,773716,386858,232115,154743
Neha Saxena,Female,Divorced,51-60,Gurugram,Business,791888,395944,237566,158378
Nidhi Rathore,Female,Divorced,51-60,Gurugram,Public,1012444,506222,303733,202489
Nishant,Male,Single,26-35,Vadodara,Business,1141865,570933,342560,228373
Nishant Prakash,Male,Unmarried,36-50,Delhi,Public,528798,264399,158639,105760
Nishi Goyal,Female,Single,26-35,Ghaziabad,Public,1207688,603844,362306,241538
Nishita Garg,Female,Divorced,51-60,Dehradun,Government,1279550,639775,383865,255910
Nupur Rawat,Female,Single,21-25,Mumbai,Private,637786,318893,191336,127557
Onika Yadav,Female,Unmarried,51-60,Allahabad,Private,589871,294936,176961,117974
Osheen Langer,Female,Unmarried,21-25,Indore,Business,493009,246505,147903,98602
Pala Sravya Lakshmi,Female,Married,26-35,Gurugram,Public,1231421,615711,369426,246284
Palak,Female,Married,21-25,Vadodara,Business,556896,278448,167069,111379
Palak Agarwal,Female,Divorced,21-25,Chennai,Business,366701,183351,110010,73340
Palvi Sharma,Female,Unmarried,26-35,Ludhiana,Private,793265,396633,237980,158653
Paras Raj Dhar,Male,Divorced,26-35,Ludhiana,Government,577386,288693,173216,115477
Paras Rawat,Male,Divorced,21-25,Lucknow,Private,933992,466996,280198,186798
Parth Nautiyal,Male,Divorced,26-35,Ghaziabad,Business,1276059,638030,382818,255212
Parul Goyal,Female,Married,36-50,Allahabad,Business,854151,427076,256245,170830
Pawan Kumar,Male,Married,26-35,Kanpur,Public,882078,441039,264623,176416
Piyul Gaur,Male,Unmarried,21-25,Ghaziabad NCR,Government,1145773,572887,343732,229155
Piyush Gupta,Male,Married,21-25,Pune,Business,603519,301760,181056,120704
Piyush Keshari,Male,Single,21-25,Ahmedabad,Business,397307,198654,119192,79461
Prabhat Malhan,Male,Married,26-35,Ahmedabad,Private,747452,373726,224236,149490
Prachi Kushwaha,Female,Single,21-25,Kanpur,Private,803973,401987,241192,160795
Pragya Kimothi,Female,Divorced,36-50,Pune,Public,362962,181481,108889,72592
Prajjaval Baranwal,Male,Divorced,36-50,Mumbai,Government,918696,459348,275609,183739
Prajjawal Verma,Male,Unmarried,51-60,Chennai,Government,665478,332739,199643,133096
Prajjwal Lohani,Male,Single,51-60,Roorkee,Business,1104772,552386,331432,220954
Prakarsh Pathak,Male,Married,51-60,Hyderabad,Public,1137503,568752,341251,227501
Prakash Singh Yadav,Male,Married,36-50,Dehradun,Private,1007067,503534,302120,201413
Prakhar Bhandari,Male,Married,36-50,Chennai,Public,1126970,563485,338091,225394
Pranav Sharma,Male,Married,26-35,Pune,Business,618382,309191,185515,123676
Pranjal Agarwal,Male,Divorced,36-50,Chennai,Government,771783,385892,231535,154357
Prankur Ghildiyal,Male,Single,51-60,Ghaziabad NCR,Government,1228830,614415,368649,245766
Prapti Rana,Female,Married,21-25,Kanpur,Government,1103370,551685,331011,220674
Prashant Arya,Male,Divorced,21-25,Ludhiana,Government,1026302,513151,307891,205260
Prashant Negi,Male,Divorced,36-50,Ahmedabad,Private,362140,181070,108642,72428
Prateek Uniyal,Male,Unmarried,21-25,Dehradun,Business,1090214,545107,327064,218043
Pratham Goel,Male,Married,51-60,Ahmedabad,Government,464671,232336,139401,92934
Pratham Gupta,Male,Single,26-35,Ghaziabad,Private,976449,488225,292935,195290
Pratyush Dixit,Male,Unmarried,21-25,Ghaziabad,Government,1079214,539607,323764,215843
Pratyush Singh,Male,Single,21-25,Mumbai,Private,363230,181615,108969,72646
Prem Ranjan Pattanayak,Male,Single,21-25,Indore,Private,1226613,613307,367984,245323
Prerit Munjal,Male,Divorced,36-50,Bangalore,Government,330662,165331,99199,66132
Pridum Bhat,Male,Divorced,36-50,Delhi,Public,981789,490895,294537,196358
Prince Kumar,Male,Single,36-50,Ghaziabad,Private,1020616,510308,306185,204123
Prince Parihar,Male,Married,51-60,Allahabad,Public,657184,328592,197155,131437
Prince Sharma,Male,Unmarried,26-35,Kanpur,Government,372311,186156,111693,74462
Priya,Female,Single,21-25,Indore,Private,894478,447239,268343,178896
Priya Nath,Female,Single,36-50,Indore,Business,841375,420688,252413,168275
Priya Sharma,Female,Divorced,26-35,Dehradun,Public,1003834,501917,301150,200767
Priyamvada,Female,Divorced,21-25,Ahmedabad,Private,1301993,650997,390598,260399
Priyanjali Pathak,Female,Unmarried,21-25,Chennai,Government,1253388,626694,376016,250678
Priyank Choudhary,Male,Single,36-50,Delhi,Business,602720,301360,180816,120544
Priyank Gupta,Male,Divorced,51-60,Vadodara,Business,676135,338068,202841,135227
Priyanshi Kalra,Female,Divorced,51-60,Vadodara,Business,651199,325600,195360,130240
Priyanshu Awasthi,Male,Divorced,21-25,Surat,Business,1149460,574730,344838,229892
Priyanshu Chauhan,Male,Single,36-50,Ahmedabad,Business,623376,311688,187013,124675
Priyanshu Dimri,Male,Divorced,26-35,Mumbai,Public,1221997,610999,366599,244399
Pulkit Jha,Male,Married,26-35,Dehradun,Government,842840,421420,252852,168568
Puru Kstharia,Male,Divorced,26-35,Roorkee,Private,627512,313756,188254,125502
Pushkar Jain,Male,Unmarried,51-60,Allahabad,Private,1114455,557228,334337,222891
Rachit Kukreja,Male,Unmarried,51-60,Pune,Public,1135349,567675,340605,227070
Raghunath Mandal,Male,Married,51-60,Delhi,Public,1278271,639136,383481,255654
Rahul Kumar,Male,Single,36-50,Bangalore,Private,1198167,599084,359450,239633
Rahul Pandey,Male,Single,36-50,Ahmedabad,Public,1234337,617169,370301,246867
Rahul Rawat,Male,Single,36-50,Surat,Government,1268275,634138,380483,253655
Raj Priyadarshi,Male,Unmarried,21-25,Lucknow,Business,497391,248696,149217,99478
Rajat Agarwal,Male,Unmarried,51-60,Surat,Government,675949,337975,202785,135190
Rajat Gulati,Male,Divorced,21-25,Ahmedabad,Business,661240,330620,198372,132248
Rajnish Kr Mishra,Male,Unmarried,36-50,Allahabad,Public,654619,327310,196386,130924
Rajvardhan,Male,Unmarried,21-25,Gurugram,Private,588351,294176,176505,117670
Rakhi Pundhir,Female,Unmarried,36-50,Indore,Public,637859,318930,191358,127572
Rakshit Kaushik,Male,Unmarried,51-60,Gurugram,Private,1219187,609594,365756,243837
Rakshit Singh Gaira,Male,Divorced,36-50,Roorkee,Government,1292021,646011,387606,258404
Rangoli Dhawan,Female,Unmarried,36-50,Indore,Public,1169658,584829,350897,233932
Raunika Verma,Female,Divorced,21-25,Gurugram,Private,1059085,529543,317726,211817
Rishab Negi,Male,Unmarried,36-50,Chennai,Government,1255987,627994,376796,251197
Rishabh Bhardwaj,Male,Divorced,26-35,Mumbai,Public,1027589,513795,308277,205518
Rishi Agarwal,Male,Divorced,21-25,Pune,Business,427751,213876,128325,85550
Rishika Kesharwani,Female,Single,51-60,Pune,Private,374563,187282,112369,74913
Rithik,Male,Divorced,21-25,Chennai,Government,451294,225647,135388,90259
Ritik Goel,Male,Unmarried,36-50,Lucknow,Government,1100802,550401,330241,220160
Ritik Ramola,Male,Divorced,51-60,Bangalore,Private,380494,190247,114148,76099
Ritika Singhal,Female,Single,36-50,Bangalore,Private,590780,295390,177234,118156
Rittick Kumar Tiwary,Male,Unmarried,51-60,Bangalore,Public,720840,360420,216252,144168
Riya Bisht,Female,Single,21-25,Ludhiana,Private,467195,233598,140159,93439
Riya Chaudhary,Female,Unmarried,51-60,Surat,Business,628117,314059,188435,125623
Riya Dobhal,Female,Divorced,51-60,Ludhiana,Government,483776,241888,145133,96755
Riya Gupta,Female,Married,36-50,Dehradun,Government,356604,178302,106981,71321
Riya Jindal,Female,Married,51-60,Bangalore,Private,1317917,658959,395375,263583
Riya Negi,Female,Unmarried,26-35,Ghaziabad,Business,1053863,526932,316159,210773
Riya Rastogi,Female,Divorced,36-50,Roorkee,Public,992060,496030,297618,198412
Riya Rawat,Female,Married,36-50,Roorkee,Business,1133703,566852,340111,226741
Rohan Kala,Male,Divorced,26-35,Ahmedabad,Government,1042731,521366,312819,208546
Rohan Singh Bisht,Male,Single,21-25,Allahabad,Government,1232043,616022,369613,246409
Rohit,Male,Married,21-25,Dehradun,Government,683009,341505,204903,136602
Rohit Singla,Male,Unmarried,21-25,Indore,Public,736608,368304,220982,147322
Rooze Manjari,Female,Single,51-60,Allahabad,Business,529686,264843,158906,105937
Ruchi Sharma,Female,Divorced,21-25,Vadodara,Public,325646,162823,97694,65129
Ruchika Mehra,Female,Married,51-60,Ahmedabad,Public,810218,405109,243065,162044
Rudra Saxena,Male,Married,51-60,Kanpur,Private,1033509,516755,310053,206702
Rushika Sabharwal,Female,Divorced,26-35,Mumbai,Government,1086182,543091,325855,217236
Rythem Sharma,Male,Married,26-35,Delhi,Business,515274,257637,154582,103055
S Rishi Kumar,Male,Married,26-35,Indore,Public,1240530,620265,372159,248106
Saakshi,Female,Divorced,26-35,Indore,Business,1067839,533920,320352,213568
Sachin Shahi,Male,Single,36-50,Kanpur,Public,598251,299126,179475,119650
Sagar,Male,Married,51-60,Pune,Government,1086552,543276,325966,217310
Sahib Singh Kapoor,Male,Single,36-50,Indore,Private,555306,277653,166592,111061
Sahil Bisht,Male,Married,21-25,Bangalore,Business,1146262,573131,343879,229252
Sahil Mehar,Male,Single,26-35,Roorkee,Private,876767,438384,263030,175353
Sahil Obhrai,Male,Divorced,21-25,Indore,Private,1086502,543251,325951,217300
Sahil Saha,Male,Divorced,21-25,Mumbai,Public,398126,199063,119438,79625
Sahil Singh Gouni,Male,Married,21-25,Hyderabad,Private,1213993,606997,364198,242799
Sahil Singhal,Male,Married,51-60,Bangalore,Private,390317,195159,117095,78063
Sahil Thapa,Male,Divorced,26-35,Ahmedabad,Government,581481,290741,174444,116296
Sai Agarwal,Female,Single,21-25,Allahabad,Business,377903,188952,113371,75581
Sakshee Kushwaha,Female,Single,36-50,Mumbai,Public,1063222,531611,318967,212644
Sakshi Adhikari,Female,Married,36-50,Ghaziabad,Private,1022673,511337,306802,204535
Sakshi Goyal,Female,Married,26-35,Ghaziabad,Business,409943,204972,122983,81989
Sameer Srivastava,Male,Unmarried,26-35,Lucknow,Public,370025,185013,111008,74005
Samyak Jain,Male,Divorced,51-60,Lucknow,Government,446740,223370,134022,89348
Sana Afreen,Female,Unmarried,51-60,Ghaziabad,Public,790164,395082,237049,158033
Sangam Gautam,Male,Unmarried,26-35,Vadodara,Government,1262358,631179,378707,252472
Sanjana Nautiyal,Female,Married,26-35,Allahabad,Public,612735,306368,183821,122547
Sanjay Bhatt,Male,Married,36-50,Roorkee,Public,1220555,610278,366167,244111
Sankalp Panthi,Male,Single,26-35,Ludhiana,Government,705591,352796,211677,141118
Sankalp Varshney,Male,Unmarried,51-60,Kanpur,Private,659183,329592,197755,131837
Sanskar Gupta,Male,Divorced,36-50,Pune,Public,723675,361838,217103,144735
Sanskriti,Female,Divorced,26-35,Indore,Private,891038,445519,267311,178208
Sanyam Jain,Male,Unmarried,21-25,Pune,Government,626841,313421,188052,125368
Sanyam Kumar,Male,Unmarried,26-35,Allahabad,Business,400602,200301,120181,80120
Sarthak Malik,Male,Divorced,26-35,Mumbai,Business,788593,394297,236578,157719
Sarthak Sharma,Male,Unmarried,51-60,Chennai,Government,770377,385189,231113,154075
Sarthak Vaswani,Male,Single,21-25,Vadodara,Government,1268005,634003,380402,253601
Satvik Jain,Male,Single,26-35,Chennai,Government,420048,210024,126014,84010
Satvik Rastogi,Male,Unmarried,51-60,Lucknow,Business,600999,300500,180300,120200
Satyam Thakur,Male,Unmarried,21-25,Lucknow,Public,1216030,608015,364809,243206
Saumya Shah,Female,Divorced,51-60,Ludhiana,Government,1126354,563177,337906,225271
Saumya Singh,Female,Unmarried,26-35,Mumbai,Private,473975,236988,142193,94795
Saurabh Gusain,Male,Single,36-50,Hyderabad,Government,794387,397194,238316,158877
Saurav Khantwal,Male,Single,51-60,Ludhiana,Business,1266086,633043,379826,253217
Saurav Kumar Bhatt,Male,Married,21-25,Dehradun,Government,1110576,555288,333173,222115
Saurav Kumar Tripathi,Male,Married,21-25,Allahabad,Government,492181,246091,147654,98436
Sejal Garg,Female,Unmarried,21-25,Ahmedabad,Business,754162,377081,226249,150832
Shaik Farhathulla,Male,Single,21-25,Delhi,Business,1142633,571317,342790,228527
Shalini Sharma,Female,Divorced,51-60,Mumbai,Government,1153716,576858,346115,230743
Shambhavi Vats,Female,Married,36-50,Mumbai,Private,408019,204010,122406,81604
Shashank Raturi,Male,Single,36-50,Delhi,Private,951224,475612,285367,190245
Shashwat Joshi,Male,Single,26-35,Surat,Public,987556,493778,296267,197511
Shashwat Pandey,Male,Unmarried,21-25,Gurugram,Government,370109,185055,111033,74022
Shashwat Rauthan,Male,Divorced,51-60,Chennai,Private,1008053,504027,302416,201611
Shaurya Sinha,Male,Single,21-25,Kanpur,Public,1297195,648598,389159,259439
Shikha,Female,Married,36-50,Chennai,Government,725609,362805,217683,145122
Shikhar Pratap Singh,Male,Married,26-35,Pune,Public,811801,405901,243540,162360
Shitanshu Ghildiyal,Male,Single,36-50,Bangalore,Government,1267660,633830,380298,253532
Shivam Bahukhandi,Male,Single,21-25,Ahmedabad,Public,869089,434545,260727,173818
Shivam Lingwal,Male,Divorced,21-25,Ghaziabad,Private,616184,308092,184855,123237
Shivam Tyagi,Male,Married,36-50,Ghaziabad,Business,432330,216165,129699,86466
Shivang Garg,Male,Married,21-25,Allahabad,Private,370076,185038,111023,74015
Shivang Gupta,Male,Married,36-50,Ahmedabad,Public,586169,293085,175851,117234
Shivang Negi,Male,Single,26-35,Gurugram,Business,1170307,585154,351092,234061
Shivangi Khugsal,Female,Married,36-50,Ghaziabad,Business,643794,321897,193138,128759
Shivank Kunwar,Male,Single,21-25,Dehradun,Business,528598,264299,158579,105720
Shivansh Aggarwal,Male,Married,36-50,Indore,Private,996526,498263,298958,199305
Shivansh Joshi,Male,Single,26-35,Mumbai,Business,560975,280488,168293,112195
Shivanshu Singh Bisht,Male,Single,36-50,Gurugram,Public,400315,200158,120095,80063
Shivendra Nath Shukla,Male,Married,26-35,Vadodara,Private,449251,224626,134775,89850
Shraddha Kushwaha,Female,Married,36-50,Ahmedabad,Private,614194,307097,184258,122839
Shraddha Markandey,Female,Single,26-35,Hyderabad,Private,1197145,598573,359144,239429
Shreeja Raj,Female,Unmarried,21-25,Ghaziabad NCR,Government,327433,163717,98230,65487
Shreya Day,Female,Married,36-50,Bangalore,Business,1179068,589534,353720,235814
Shreya Garg,Female,Unmarried,51-60,Ahmedabad,Government,795257,397629,238577,159051
Shreya Sharma,Female,Single,21-25,Roorkee,Government,816862,408431,245059,163372
Shrishty Kathait,Female,Divorced,21-25,Bangalore,Private,971840,485920,291552,194368
Shruti Agarwal,Female,Single,21-25,Pune,Public,895412,447706,268624,179082
Shubh Sharma,Male,Unmarried,51-60,Indore,Government,603854,301927,181156,120771
Shubham Kumar,Male,Unmarried,26-35,Kanpur,Government,1307458,653729,392237,261492
Shubham Kumar,Male,Single,51-60,Hyderabad,Public,381981,190991,114594,76396
Shubham Semwal,Male,Divorced,51-60,Dehradun,Private,803695,401848,241109,160739
Shubhangi Aggarwal,Female,Single,21-25,Allahabad,Public,1035865,517933,310760,207173
Shubhangi Dourby,Female,Married,51-60,Bangalore,Government,1169216,584608,350765,233843
Shwetansh Sharma,Male,Unmarried,51-60,Pune,Government,361255,180628,108377,72251
Siddhant Bohra,Male,Divorced,51-60,Delhi,Private,603820,301910,181146,120764
Siddhant Kumar,Male,Unmarried,51-60,Bangalore,Public,1083599,541800,325080,216720
Siddhant Kumar,Male,Divorced,51-60,Mumbai,Business,1033575,516788,310073,206715
Siddharth Kumar,Male,Divorced,51-60,Ghaziabad NCR,Private,436637,218319,130991,87327
Siddharth Singh,Male,Unmarried,21-25,Indore,Government,1110883,555442,333265,222177
Siddhartha Sharma,Male,Unmarried,36-50,Surat,Private,743285,371643,222986,148657
Siddhi Khetan,Female,Divorced,21-25,Ghaziabad NCR,Private,346600,173300,103980,69320
Sidhant Singh,Male,Divorced,26-35,Gurugram,Private,1067256,533628,320177,213451
Sidharth Agarwal,Male,Married,36-50,Vadodara,Public,1247476,623738,374243,249495
Simran,Female,Married,51-60,Hyderabad,Government,947022,473511,284107,189404
Simran Chauhan,Female,Divorced,51-60,Allahabad,Public,1110121,555061,333036,222024
Simranjeet Kaur Arora,Female,Single,51-60,Ludhiana,Business,750410,375205,225123,150082
Skimmy Gupta,Female,Married,51-60,Roorkee,Public,1155704,577852,346711,231141
Sneh Agrawal,Male,Single,21-25,Surat,Business,1000603,500302,300181,200121
Soman Kumar,Male,Single,26-35,Allahabad,Business,1309301,654651,392790,261860
Somya Malgudi,Male,Married,36-50,Chennai,Private,1320969,660485,396291,264194
Sonam,Female,Single,21-25,Kanpur,Private,1269586,634793,380876,253917
Soumyadeep Das,Male,Divorced,51-60,Allahabad,Government,1168849,584425,350655,233770
